transaction_id,customer_id,transaction_amount,transaction_time,customer_age,account_age_days,transaction_count_24h,average_transaction_amount,merchant_category,device_type,location,previous_fraud_count,failed_attempts,is_fraud
TXN_0028829,CUST_009749,33.51,2024-03-19 21:24:01,47.0,171,1,47.01,Entertainment,Mobile iOS,Domestic Suburban,0,0,0
TXN_0028830,CUST_000084,33.3,2024-03-01 17:56:44,55.0,146,3,36.46,Travel,Mobile iOS,Domestic Urban,0,0,0
TXN_0028831,CUST_006175,24.5,2024-05-01 16:10:15,20.0,721,2,42.78,Electronics,Mobile Android,Domestic Urban,0,0,0
TXN_0028832,CUST_003977,52.21,2024-03-29 14:04:49,52.0,190,2,59.29,Gas & Fuel,Mobile iOS,Domestic Suburban,0,0,0
TXN_0028833,CUST_003646,68.7,2024-05-02 10:40:27,,576,3,79.94,Dining,Desktop Safari,Domestic Urban,0,0,0
TXN_0028834,CUST_006534,382.46,2024-05-06 16:17:06,25.0,119,1,198.9,Dining,Desktop Chrome,Domestic Urban,0,0,0
TXN_0028835,CUST_009098,223.44,2024-04-28 12:05:56,48.0,328,4,87.41,Electronics,Mobile Android,Domestic Urban,0,0,0
TXN_0028836,CUST_003063,113.29,2024-05-06 19:55:03,37.0,343,1,112.62,Online Retail,Mobile Android,Domestic Rural,0,0,0
TXN_0028837,CUST_006050,32.61,2024-03-20 16:13:07,28.0,302,2,43.43,Dining,Desktop Chrome,Domestic Urban,0,0,0
TXN_0028838,CUST_003816,260.29,2024-05-29 16:52:39,37.0,718,1,343.72,Electronics,Mobile iOS,Domestic Suburban,0,0,0
TXN_0028839,CUST_010460,119.86,2024-04-10 23:11:08,37.0,876,2,44.44,Dining,Mobile iOS,Domestic Urban,0,0,0
TXN_0028840,CUST_007150,257.73,2024-03-22 14:12:53,55.0,1219,3,186.72,Dining,Mobile iOS,Domestic Suburban,0,0,0
TXN_0028841,CUST_010951,95.08,2024-05-21 12:32:04,61.0,109,1,50.65,Electronics,Desktop Safari,Domestic Urban,0,0,0
TXN_0028842,CUST_004382,253.18,2024-04-19 14:35:23,26.0,270,4,434.4,Entertainment,Desktop Safari,Domestic Suburban,0,0,0
TXN_0028843,CUST_000676,37.27,2024-03-24 08:50:07,50.0,33,1,36.71,Gas & Fuel,Mobile Android,Domestic Suburban,0,0,0
TXN_0028844,CUST_011571,361.06,2024-04-27 22:55:00,53.0,487,4,52.86,Gas & Fuel,Unknown Bot,Domestic Rural,0,1,1
TXN_0028845,CUST_007054,38.77,2024-05-19 06:46:17,43.0,662,3,35.94,Grocery,Mobile Android,Domestic Suburban,0,0,0
TXN_0028846,CUST_008789,64.28,2024-03-23 16:19:40,44.0,804,2,93.2,Dining,Mobile Android,Domestic Suburban,0,0,0
TXN_0028847,CUST_002645,81.0,2024-04-16 19:34:35,38.0,152,3,74.61,Online Retail,Mobile iOS,Domestic Urban,0,0,0
TXN_0028848,CUST_005141,206.43,2024-03-02 18:56:41,36.0,164,2,87.74,Dining,Mobile iOS,Domestic Urban,0,0,0
TXN_0028849,CUST_001538,1438.32,2024-05-24 20:58:38,55.0,729,2,1010.76,Dining,Mobile iOS,Domestic Rural,0,0,0
TXN_0028850,CUST_005140,42.48,2024-04-11 13:27:10,44.0,71,1,69.5,Electronics,Mobile Android,Domestic Suburban,0,0,0
TXN_0028851,CUST_003682,123.91,2024-05-29 11:50:47,47.0,1359,3,72.22,Gas & Fuel,Mobile Android,Domestic Urban,0,0,0
TXN_0028852,CUST_000018,134.42,2024-03-13 17:30:31,49.0,185,1,102.71,Luxury Goods,Desktop Safari,Domestic Rural,0,0,0
TXN_0028853,CUST_005386,2018.2,2024-05-15 15:28:24,41.0,811,1,1586.59,Gas & Fuel,Mobile iOS,Domestic Urban,0,0,0
TXN_0028854,CUST_005982,63.99,2024-04-12 15:02:31,20.0,334,1,54.76,Dining,Tablet,Domestic Suburban,0,0,0
TXN_0028855,CUST_011443,35.95,2024-03-17 20:28:44,40.0,160,4,28.29,Online Retail,Mobile Android,Domestic Suburban,0,0,0
TXN_0028856,CUST_007649,142.61,2024-04-16 16:26:10,18.0,739,2,83.74,Grocery,Desktop Chrome,Domestic Suburban,0,0,0
TXN_0028857,CUST_011415,198.57,2024-03-23 21:00:18,33.0,350,3,82.28,Dining,Mobile Android,Domestic Urban,0,0,0
TXN_0028858,CUST_003985,74.84,2024-04-15 14:53:16,69.0,382,1,62.84,Electronics,Mobile iOS,Domestic Suburban,0,0,0
TXN_0028859,CUST_002202,252.85,2024-03-27 20:20:59,83.0,753,1,400.49,Online Retail,Mobile Android,Domestic Urban,0,0,0
TXN_0028860,CUST_004840,96.88,2024-03-01 06:21:28,31.0,595,2,85.36,Online Retail,Mobile iOS,Domestic Urban,0,0,0
TXN_0028861,CUST_010605,1328.9,2024-04-09 14:32:24,42.0,768,3,1652.59,Grocery,Unknown Bot,Domestic Urban,0,0,0
TXN_0028862,CUST_002044,121.13,2024-03-29 06:49:41,36.0,455,1,84.87,Grocery,Mobile iOS,Domestic Suburban,0,1,0
TXN_0028863,CUST_004106,70.75,2024-05-04 16:06:35,51.0,864,3,35.42,Dining,Mobile iOS,Domestic Urban,0,0,0
TXN_0028864,CUST_009474,57.43,2024-04-07 13:47:07,49.0,2854,2,61.15,Dining,Mobile Android,Domestic Suburban,0,0,0
TXN_0028865,CUST_000286,97.86,2024-03-16 14:48:08,70.0,164,1,40.65,Grocery,Mobile Android,Domestic Rural,0,0,0
TXN_0028866,CUST_005676,69.07,2024-04-12 18:24:02,40.0,789,2,61.97,Online Retail,,Domestic Urban,0,0,0
TXN_0028867,CUST_011140,79.93,2024-05-14 14:24:55,37.0,810,3,74.76,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0028868,CUST_000518,21.49,2024-04-18 16:46:53,19.0,878,2,25.65,Gas & Fuel,Mobile Android,Domestic Urban,0,0,0
TXN_0028869,CUST_009843,54.67,2024-05-13 09:33:21,28.0,171,4,32.19,Electronics,Mobile Android,Domestic Suburban,0,0,0
TXN_0028870,CUST_003656,185.38,2024-03-21 18:08:56,,441,2,117.25,Entertainment,Mobile iOS,Domestic Suburban,0,0,0
TXN_0028871,CUST_002311,51.13,2024-03-16 08:12:43,43.0,1006,2,75.1,Travel,,International Online,0,0,0
TXN_0028872,CUST_011838,53.43,2024-04-04 15:29:31,46.0,277,1,98.71,Electronics,Mobile Android,Domestic Rural,0,0,0
TXN_0028873,CUST_002034,65.55,2024-03-25 13:21:50,18.0,377,2,74.08,Gas & Fuel,Mobile Android,Domestic Suburban,0,0,0
TXN_0028874,CUST_001370,69.12,2024-05-02 19:11:23,38.0,140,2,56.17,Entertainment,Mobile iOS,Domestic Urban,0,0,0
TXN_0028875,CUST_009472,90.67,2024-04-07 11:04:51,,860,1,96.45,Grocery,,Domestic Suburban,0,0,0
TXN_0028876,CUST_000816,55.06,2024-04-08 14:43:15,72.0,179,2,63.6,Electronics,Desktop Chrome,Domestic Urban,0,1,0
TXN_0028877,CUST_002290,114.43,2024-04-10 15:26:35,21.0,188,2,79.39,Grocery,Mobile Android,Domestic Urban,0,0,0
TXN_0028878,CUST_000723,189.1,2024-04-14 21:48:50,50.0,989,1,292.53,Electronics,Desktop Chrome,Domestic Urban,0,0,0
TXN_0028879,CUST_007017,63.31,2024-04-21 15:46:48,25.0,96,1,98.61,Grocery,Tablet,Domestic Urban,1,0,0
TXN_0028880,CUST_011600,355.39,2024-03-09 15:19:02,60.0,103,1,409.56,Dining,Mobile Android,Domestic Urban,0,0,0
TXN_0028881,CUST_009700,54.44,2024-04-02 12:41:30,64.0,66,2,92.49,Electronics,Desktop Chrome,Domestic Urban,0,0,0
TXN_0028882,CUST_011754,99.01,2024-03-15 22:46:01,19.0,177,1,87.52,Online Retail,Mobile Android,Domestic Rural,0,0,0
TXN_0028883,CUST_005392,51.35,2024-04-17 16:33:12,50.0,1149,1,58.26,Grocery,Mobile iOS,Domestic Rural,0,0,0
TXN_0028884,CUST_008816,16.71,2024-05-03 19:46:25,47.0,219,1,53.08,Online Retail,Mobile Android,Domestic Rural,0,0,0
TXN_0028885,CUST_007478,26.19,2024-03-03 15:47:10,33.0,406,1,33.87,Grocery,Desktop Chrome,Domestic Suburban,0,0,0
TXN_0028886,CUST_008623,105.33,2024-03-26 08:41:55,58.0,167,1,46.06,Dining,Mobile iOS,Domestic Urban,0,0,0
TXN_0028887,CUST_010995,629.25,2024-03-25 09:35:50,54.0,940,2,415.77,Luxury Goods,Mobile Android,Domestic Urban,0,0,0
TXN_0028888,CUST_009851,95.6,2024-05-17 11:46:12,73.0,123,1,86.53,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0028889,CUST_009448,75.94,2024-04-21 06:58:37,38.0,40,1,66.8,Luxury Goods,Mobile iOS,Domestic Suburban,0,0,0
TXN_0028890,CUST_004732,33.83,2024-05-03 18:52:13,51.0,992,2,58.12,Gas & Fuel,Mobile iOS,Domestic Urban,0,0,0
TXN_0028891,CUST_002443,32.88,2024-03-08 16:10:31,47.0,1231,1,52.46,Cryptocurrency,Mobile Android,Domestic Rural,0,0,0
TXN_0028892,CUST_008578,42.51,2024-03-04 09:55:41,50.0,263,1,62.11,Gas & Fuel,,Domestic Urban,0,0,0
TXN_0028893,CUST_000736,191.03,2024-04-02 11:40:09,34.0,1028,2,198.43,Electronics,Desktop Chrome,Domestic Urban,0,0,0
TXN_0028894,CUST_005185,124.54,2024-03-14 22:22:40,55.0,78,2,71.23,Electronics,Mobile Android,Domestic Urban,0,0,0
TXN_0028895,CUST_001622,15.9,2024-05-28 07:32:49,,1039,1,25.53,Travel,Mobile iOS,Domestic Urban,0,0,0
TXN_0028896,CUST_008367,211.77,2024-04-01 15:31:15,33.0,1387,2,118.1,Dining,Desktop Chrome,Domestic Rural,0,1,0
TXN_0028897,CUST_008005,261.03,2024-03-08 14:59:05,39.0,75,3,107.02,Grocery,Desktop Chrome,Domestic Rural,0,0,0
TXN_0028898,CUST_011048,43.15,2024-04-29 16:09:47,57.0,269,1,42.74,Grocery,Desktop Chrome,Domestic Urban,0,0,0
TXN_0028899,CUST_000755,239.76,2024-05-13 18:42:35,41.0,269,3,97.79,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0028900,CUST_011719,60.99,2024-03-23 13:09:43,23.0,485,2,38.31,Entertainment,Desktop Chrome,Domestic Rural,0,0,0
TXN_0028901,CUST_004103,107.02,2024-04-08 16:30:52,25.0,1051,1,113.25,Entertainment,Mobile iOS,Domestic Urban,0,0,0
TXN_0028902,CUST_008610,3437.04,2024-03-17 07:46:53,45.0,158,2,2216.13,Dining,Mobile Android,Domestic Suburban,0,0,0
TXN_0028903,CUST_004520,111.65,2024-03-25 10:15:04,34.0,1250,1,44.18,Travel,Mobile iOS,Domestic Rural,0,1,0
TXN_0028904,CUST_009239,57.64,2024-05-26 11:45:14,35.0,411,2,66.81,Entertainment,Mobile Android,Domestic Suburban,0,0,0
TXN_0028905,CUST_009331,27.46,2024-03-15 19:07:07,33.0,235,1,31.9,Online Retail,Mobile iOS,Domestic Rural,0,0,0
TXN_0028906,CUST_005748,40.54,2024-05-05 14:05:42,39.0,137,1,51.82,Electronics,Mobile iOS,Domestic Urban,0,0,0
TXN_0028907,CUST_002946,1145.45,2024-05-27 06:23:13,32.0,1091,1,967.52,Travel,Mobile iOS,Domestic Rural,0,0,0
TXN_0028908,CUST_005350,537.41,2024-03-09 19:20:55,51.0,185,1,320.24,Grocery,Mobile iOS,Domestic Rural,0,0,0
TXN_0028909,CUST_004519,119.69,2024-03-13 16:08:32,57.0,1393,2,105.61,Online Retail,Desktop Safari,Domestic Urban,0,0,0
TXN_0028910,CUST_010369,105.0,2024-03-16 20:42:22,34.0,1161,4,66.56,Online Retail,Mobile Android,Domestic Suburban,0,0,0
TXN_0028911,CUST_008904,39.53,2024-03-07 15:47:29,22.0,460,1,43.58,Online Retail,Mobile iOS,Domestic Urban,0,0,0
TXN_0028912,CUST_001358,37.21,2024-05-16 21:48:15,74.0,438,3,70.19,Online Retail,Mobile iOS,Domestic Suburban,0,0,0
TXN_0028913,CUST_003699,23.4,2024-03-10 09:23:35,35.0,758,2,33.65,Dining,Mobile iOS,Domestic Urban,0,0,0
TXN_0028914,CUST_007003,72.13,2024-04-29 18:39:36,64.0,468,2,80.17,Grocery,Desktop Safari,Domestic Suburban,0,1,0
TXN_0028915,CUST_011256,404.22,2024-04-01 16:28:04,,49,3,446.08,Electronics,Mobile Android,Domestic Urban,0,0,0
TXN_0028916,CUST_002268,51.45,2024-04-06 07:25:12,53.0,703,1,48.35,Dining,Mobile Android,Domestic Suburban,0,0,0
TXN_0028917,CUST_002452,44.53,2024-05-25 18:43:20,36.0,1107,1,58.67,Online Retail,Desktop Chrome,Domestic Urban,0,0,0
TXN_0028918,CUST_001119,94.59,2024-03-21 09:24:18,54.0,82,2,66.87,Grocery,Desktop Safari,Domestic Urban,0,0,0
TXN_0028919,CUST_001278,35.59,2024-03-11 08:23:15,27.0,163,4,29.02,Grocery,Mobile Android,Domestic Urban,0,0,0
TXN_0028920,CUST_004108,28.17,2024-05-06 15:10:55,43.0,109,1,29.9,Entertainment,Mobile iOS,Domestic Urban,0,0,0
TXN_0028921,CUST_003579,70.07,2024-03-24 12:53:32,40.0,199,2,76.22,Dining,Desktop Chrome,Domestic Rural,0,0,0
TXN_0028922,CUST_010799,103.66,2024-04-12 19:25:22,61.0,789,2,114.7,Dining,Mobile Android,Domestic Suburban,0,1,0
TXN_0028923,CUST_011799,39.57,2024-03-11 15:37:45,52.0,88,1,32.5,Online Retail,Mobile Android,International Online,0,0,0
TXN_0028924,CUST_001478,72.51,2024-03-13 18:27:37,49.0,90,2,84.51,Gas & Fuel,Desktop Chrome,Domestic Urban,0,0,0
TXN_0028925,CUST_003495,36.87,2024-05-21 14:03:28,26.0,529,2,29.49,Grocery,Desktop Chrome,Domestic Urban,0,0,0
TXN_0028926,CUST_002285,68.45,2024-04-23 07:44:49,51.0,59,1,91.37,Gas & Fuel,Mobile iOS,Domestic Urban,0,0,0
TXN_0028927,CUST_007795,77.33,2024-03-01 15:16:02,66.0,778,1,86.77,Grocery,Desktop Safari,Domestic Urban,0,0,0
TXN_0028928,CUST_000785,636.36,2024-05-28 15:25:33,47.0,446,1,343.78,Online Retail,Mobile iOS,Domestic Suburban,0,0,0
TXN_0028929,CUST_002279,140.04,2024-05-12 06:54:55,66.0,632,1,83.26,Online Retail,Mobile Android,Domestic Urban,0,0,0
TXN_0028930,CUST_003711,98.44,2024-04-19 16:38:40,59.0,113,3,83.8,Grocery,Desktop Safari,Domestic Urban,0,0,0
TXN_0028931,CUST_002351,54.88,2024-03-07 14:04:28,26.0,540,2,44.36,Grocery,Mobile Android,Domestic Suburban,0,0,0
TXN_0028932,CUST_011056,66.37,2024-05-12 10:14:18,18.0,394,1,78.28,Dining,Mobile Android,Domestic Suburban,0,2,0
TXN_0028933,CUST_011225,254.23,2024-05-02 17:27:27,,1242,1,99.71,Online Retail,Desktop Chrome,Domestic Urban,0,0,0
TXN_0028934,CUST_001695,136.82,2024-03-19 20:39:03,41.0,207,3,329.75,Grocery,Desktop Chrome,Domestic Urban,0,0,0
TXN_0028935,CUST_011832,24.05,2024-03-27 13:56:42,64.0,1388,1,27.45,Electronics,Mobile Android,Domestic Urban,0,1,0
TXN_0028936,CUST_001824,107.82,2024-04-07 06:12:23,34.0,192,1,117.63,Electronics,Mobile iOS,Domestic Urban,0,0,0
TXN_0028937,CUST_010144,33.74,2024-03-18 17:19:00,21.0,217,1,44.11,Dining,Mobile Android,Domestic Urban,0,1,0
TXN_0028938,CUST_009518,314.09,2024-03-01 13:02:09,34.0,1078,1,237.24,Grocery,Mobile Android,Domestic Urban,0,0,0
TXN_0028939,CUST_005700,130.71,2024-03-22 11:42:41,61.0,1256,1,104.91,Travel,Desktop Safari,Domestic Urban,0,1,0
TXN_0028940,CUST_011153,111.32,2024-04-12 14:15:06,26.0,588,1,87.1,Dining,Mobile iOS,Domestic Suburban,0,0,0
TXN_0028941,CUST_011174,70.95,2024-04-14 11:18:54,39.0,712,4,89.46,Dining,Mobile Android,Domestic Urban,0,0,0
TXN_0028942,CUST_006090,91.09,2024-04-18 15:32:45,27.0,544,1,55.57,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0028943,CUST_005276,80.02,2024-04-18 11:36:17,,549,1,58.26,Online Retail,Mobile iOS,Domestic Suburban,0,0,0
TXN_0028944,CUST_007513,42.24,2024-03-17 18:14:25,18.0,393,3,37.19,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0028945,CUST_004349,80.22,2024-04-03 16:59:22,40.0,404,2,92.02,Travel,Mobile iOS,Domestic Urban,0,0,0
TXN_0028946,CUST_011506,94.94,2024-04-11 09:40:13,49.0,200,3,100.36,Dining,Mobile iOS,Domestic Urban,0,0,0
TXN_0028947,CUST_009515,50.92,2024-03-31 15:57:36,48.0,394,1,31.85,Grocery,Unknown Bot,Domestic Suburban,0,0,0
TXN_0028948,CUST_007765,62.63,2024-03-11 08:48:23,53.0,1781,1,70.84,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0028949,CUST_010872,115.63,2024-04-10 08:23:57,36.0,1180,3,85.78,Online Retail,Mobile Android,International Online,0,0,0
TXN_0028950,CUST_008644,289.13,2024-05-10 07:26:14,40.0,791,1,380.52,Dining,Mobile iOS,Domestic Urban,0,1,0
TXN_0028951,CUST_011372,88.83,2024-05-11 14:24:19,27.0,1101,2,101.45,Grocery,Mobile iOS,Domestic Suburban,0,0,0
TXN_0028952,CUST_002716,65.96,2024-05-22 08:49:22,51.0,1113,1,31.05,Travel,Mobile iOS,Domestic Suburban,0,0,0
TXN_0028953,CUST_005808,193.58,2024-05-24 12:39:59,31.0,698,1,119.8,Dining,Desktop Safari,Domestic Urban,0,0,0
TXN_0028954,CUST_003141,173.7,2024-04-15 15:39:53,43.0,1167,2,118.75,Grocery,Mobile Android,International Online,0,0,0
TXN_0028955,CUST_005441,423.65,2024-05-25 12:58:03,68.0,82,1,343.64,Electronics,Mobile iOS,Domestic Urban,0,0,0
TXN_0028956,CUST_002736,48.43,2024-05-21 10:26:09,52.0,1081,2,76.66,Travel,Mobile Android,Domestic Rural,0,0,0
TXN_0028957,CUST_007466,73.61,2024-03-13 14:36:29,49.0,473,2,52.21,Gas & Fuel,Mobile Android,Domestic Urban,0,0,0
TXN_0028958,CUST_010593,66.73,2024-05-16 13:48:48,50.0,1829,2,62.88,Gas & Fuel,Mobile Android,Domestic Urban,0,0,0
TXN_0028959,CUST_004736,94.21,2024-03-16 10:47:33,38.0,646,1,92.55,Dining,Mobile iOS,Domestic Suburban,0,0,0
TXN_0028960,CUST_004218,52.93,2024-04-30 23:19:12,18.0,807,4,75.74,Online Retail,Mobile iOS,Domestic Urban,1,0,0
TXN_0028961,CUST_001632,156.86,2024-04-21 15:52:07,36.0,1561,3,66.45,Travel,Tablet,Domestic Urban,0,0,0
TXN_0028962,CUST_001818,117.99,2024-04-21 12:13:56,42.0,75,4,78.07,Gas & Fuel,Mobile iOS,Domestic Rural,0,0,0
TXN_0028963,CUST_004981,60.32,2024-04-20 22:22:26,44.0,1005,2,41.19,Grocery,Mobile iOS,Domestic Suburban,0,0,0
TXN_0028964,CUST_002403,142.02,2024-03-07 14:49:29,39.0,125,2,119.04,Travel,Mobile Android,Domestic Suburban,0,0,0
TXN_0028965,CUST_006876,502.54,2024-04-19 04:46:15,36.0,287,7,48.79,Luxury Goods,Mobile Android,Domestic Suburban,0,2,1
TXN_0028966,CUST_010937,115.1,2024-05-21 06:48:16,,134,1,110.34,Grocery,Desktop Safari,Domestic Suburban,0,0,0
TXN_0028967,CUST_009407,493.66,2024-03-10 11:43:41,50.0,151,1,429.81,Cryptocurrency,Tablet,Domestic Urban,0,0,0
TXN_0028968,CUST_009476,58.61,2024-03-09 09:55:45,55.0,650,1,87.27,Cryptocurrency,Desktop Chrome,Domestic Urban,0,0,0
TXN_0028969,CUST_004736,51.08,2024-04-17 14:06:44,38.0,646,2,92.55,Grocery,Mobile Android,Domestic Suburban,0,0,0
TXN_0028970,CUST_007765,136.1,2024-04-13 14:21:00,53.0,1781,2,70.84,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0028971,CUST_004345,38.47,2024-05-17 13:40:56,18.0,3650,2,46.92,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0028972,CUST_009447,238.21,2024-04-30 11:19:12,38.0,88,2,177.23,Grocery,Mobile Android,Domestic Urban,0,0,0
TXN_0028973,CUST_003152,120.52,2024-04-29 19:51:55,29.0,199,1,99.2,Online Retail,Mobile iOS,International Online,0,0,0
TXN_0028974,CUST_006797,116.39,2024-03-23 14:15:04,45.0,344,2,54.33,Dining,Mobile iOS,Domestic Rural,0,0,0
TXN_0028975,CUST_007268,55.24,2024-05-20 15:18:17,29.0,35,4,113.58,Gas & Fuel,Mobile iOS,Domestic Urban,0,0,0
TXN_0028976,CUST_003504,100.75,2024-03-20 10:37:30,50.0,662,3,91.24,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0028977,CUST_008806,76.64,2024-03-16 12:03:48,44.0,423,2,58.9,Grocery,Mobile Android,Domestic Suburban,0,0,0
TXN_0028978,CUST_010874,53.21,2024-05-03 06:21:12,46.0,590,1,89.67,Gas & Fuel,Tablet,Domestic Urban,0,0,0
TXN_0028979,CUST_010977,34.26,2024-04-12 12:43:08,58.0,1041,2,64.47,Dining,Tablet,Domestic Urban,0,0,0
TXN_0028980,CUST_007776,75.63,2024-03-14 14:13:05,67.0,1789,2,81.11,Electronics,Unknown Bot,Domestic Urban,0,0,0
TXN_0028981,CUST_006907,109.93,2024-05-04 10:24:54,20.0,667,1,109.25,Dining,Desktop Chrome,Domestic Urban,0,0,0
TXN_0028982,CUST_009836,142.08,2024-05-07 17:06:24,18.0,199,1,326.49,Online Retail,Mobile iOS,Domestic Urban,0,0,0
TXN_0028983,CUST_005660,58.01,2024-04-02 06:27:35,61.0,1087,1,79.34,Entertainment,Mobile iOS,Domestic Suburban,0,1,0
TXN_0028984,CUST_008153,21.62,2024-04-07 14:56:35,47.0,1439,1,31.37,Luxury Goods,Mobile Android,Domestic Suburban,0,0,0
TXN_0028985,CUST_008909,1719.02,2024-05-03 06:43:06,43.0,728,1,1597.11,Gas & Fuel,Desktop Safari,Domestic Urban,0,0,0
TXN_0028986,CUST_008190,66.7,2024-04-18 22:12:55,25.0,354,2,90.75,Dining,Mobile iOS,Domestic Rural,0,0,0
TXN_0028987,CUST_007158,21.41,2024-03-03 22:41:02,52.0,73,1,40.05,Travel,Mobile iOS,Domestic Urban,0,2,0
TXN_0028988,CUST_000487,21.09,2024-05-19 07:07:25,39.0,217,2,40.91,Grocery,Tablet,Domestic Urban,0,0,0
TXN_0028989,CUST_011421,39.04,2024-04-06 06:53:36,35.0,858,1,36.83,Grocery,,Domestic Urban,0,0,0
TXN_0028990,CUST_010909,60.7,2024-03-11 11:49:31,26.0,168,1,91.37,Grocery,Mobile iOS,Domestic Rural,0,0,0
TXN_0028991,CUST_004781,76.62,2024-05-11 10:35:59,62.0,1758,1,100.36,Dining,Mobile iOS,Domestic Rural,0,0,0
TXN_0028992,CUST_002038,158.12,2024-04-28 10:20:45,52.0,1299,2,67.24,Dining,Mobile Android,Domestic Rural,0,0,0
TXN_0028993,CUST_004756,180.99,2024-05-11 13:06:25,64.0,834,2,387.58,Dining,Desktop Chrome,Domestic Urban,0,1,0
TXN_0028994,CUST_000016,105.27,2024-04-12 11:01:38,,235,1,113.32,Online Retail,Desktop Chrome,International In-Person,0,0,0
TXN_0028995,CUST_003291,36.72,2024-04-30 10:21:54,31.0,400,1,52.95,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0028996,CUST_010265,105.55,2024-03-14 15:14:37,62.0,259,1,109.14,Electronics,Desktop Chrome,International In-Person,0,0,0
TXN_0028997,CUST_000515,34.33,2024-05-07 16:23:41,55.0,1674,1,60.39,Dining,Mobile iOS,Domestic Urban,0,0,0
TXN_0028998,CUST_006351,182.58,2024-03-09 18:38:38,48.0,436,4,98.35,Grocery,Mobile Android,Domestic Suburban,0,0,0
TXN_0028999,CUST_004689,49.35,2024-03-07 15:16:00,28.0,448,3,72.92,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0029000,CUST_008666,26.73,2024-05-26 11:28:53,47.0,391,4,73.4,Gas & Fuel,Mobile Android,Domestic Rural,0,0,0
TXN_0029001,CUST_001948,73.0,2024-03-08 07:16:51,54.0,257,1,90.25,Travel,Mobile iOS,Domestic Suburban,0,0,0
TXN_0029002,CUST_005240,64.91,2024-04-08 15:16:08,47.0,343,2,35.12,Online Retail,,Domestic Urban,0,0,0
TXN_0029003,CUST_002305,135.65,2024-04-01 14:01:59,34.0,256,1,83.96,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0029004,CUST_005274,121.56,2024-04-10 10:02:45,54.0,1066,1,114.69,Dining,Mobile iOS,Domestic Urban,0,0,0
TXN_0029005,CUST_011501,93.56,2024-03-29 11:23:43,32.0,392,2,151.39,Grocery,Desktop Chrome,Domestic Urban,0,2,0
TXN_0029006,CUST_002631,25.32,2024-05-23 19:10:43,68.0,1690,1,34.43,Grocery,Tablet,Domestic Urban,0,0,0
TXN_0029007,CUST_003897,23.4,2024-05-04 10:03:58,48.0,490,1,40.94,Online Retail,Desktop Chrome,Domestic Rural,0,0,0
TXN_0029008,CUST_006806,63.46,2024-04-24 12:50:24,27.0,659,1,83.17,Online Retail,Desktop Chrome,Domestic Urban,0,0,0
TXN_0029009,CUST_011320,59.28,2024-04-24 10:46:47,42.0,108,4,79.53,Online Retail,Mobile Android,Domestic Urban,0,0,0
TXN_0029010,CUST_010825,42.86,2024-05-28 15:18:59,56.0,1017,1,42.99,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0029011,CUST_003501,107.21,2024-03-13 16:45:52,,2557,2,86.25,Online Retail,Desktop Chrome,Domestic Urban,0,0,0
TXN_0029012,CUST_001231,21.44,2024-04-01 09:07:42,54.0,1265,2,32.96,Grocery,Mobile Android,Domestic Suburban,0,0,0
TXN_0029013,CUST_007614,187.42,2024-04-23 13:13:50,47.0,179,1,254.31,Grocery,Mobile Android,Domestic Urban,0,0,0
TXN_0029014,CUST_006374,3394.99,2024-04-20 22:36:28,23.0,860,2,2456.26,Grocery,Mobile Android,Domestic Suburban,0,0,0
TXN_0029015,CUST_008056,48.53,2024-04-11 15:28:38,41.0,45,1,28.59,Grocery,Mobile iOS,Domestic Urban,0,0,0
TXN_0029016,CUST_010557,99.16,2024-05-29 12:04:41,47.0,2198,1,90.71,Online Retail,Desktop Chrome,Domestic Urban,0,0,0
TXN_0029017,CUST_010048,136.42,2024-04-22 20:52:37,52.0,307,1,101.5,Grocery,,Domestic Urban,0,0,0
TXN_0029018,CUST_007932,16.48,2024-05-12 20:38:00,23.0,190,1,29.92,Electronics,Mobile Android,Domestic Urban,0,0,0
TXN_0029019,CUST_005962,206.12,2024-03-11 17:03:50,26.0,172,1,208.72,Grocery,Mobile Android,Domestic Suburban,0,0,0
TXN_0029020,CUST_005408,75.73,2024-04-21 14:55:52,20.0,735,1,86.48,Dining,Desktop Chrome,Domestic Urban,0,0,0
TXN_0029021,CUST_011122,89.76,2024-04-29 08:19:30,27.0,47,1,88.96,Online Retail,Mobile Android,Domestic Suburban,0,0,0
TXN_0029022,CUST_005278,87.17,2024-03-31 16:51:53,52.0,596,2,78.62,Travel,Mobile Android,Domestic Suburban,0,0,0
TXN_0029023,CUST_002675,89.16,2024-05-29 12:44:18,51.0,288,1,93.79,Online Retail,Mobile Android,Domestic Urban,0,0,0
