applicant_id,income,loan_amount,loan_term_months,interest_rate,credit_score,employment_length_years,existing_debt,monthly_payment,dependents,home_ownership,loan_purpose,default
APP_025011,134399,11704,36,10.51,794,19.7,10081.0,380.46,3,OWN,debt_consolidation,0
APP_025012,101407,11670,60,11.99,744,1.2,5307.0,259.53,0,RENT,credit_card,0
APP_025013,84156,8171,36,9.98,743,1.2,28979.0,263.58,2,RENT,debt_consolidation,0
APP_025014,27842,18793,36,11.88,664,10.1,7967.0,623.12,2,RENT,credit_card,0
APP_025015,70588,8759,60,7.29,850,,4999.0,174.64,1,MORTGAGE,debt_consolidation,0
APP_025016,110945,10030,60,14.67,669,0.7,14347.0,236.88,0,RENT,major_purchase,0
APP_025017,44451,23010,36,13.08,571,5.2,7800.0,776.18,0,RENT,home_improvement,0
APP_025018,28436,15132,60,5.91,850,2.8,5483.0,291.91,0,RENT,medical,0
APP_025019,142512,6662,36,11.9,654,11.0,4441.0,220.96,0,MORTGAGE,debt_consolidation,0
APP_025020,42761,28863,36,9.88,757,7.9,6711.0,929.7,0,MORTGAGE,debt_consolidation,0
APP_025021,90025,4915,36,17.62,504,6.5,16049.0,176.75,1,MORTGAGE,debt_consolidation,1
APP_025022,121476,11932,60,14.77,697,10.0,10823.0,282.42,2,RENT,debt_consolidation,0
APP_025023,20747,12394,60,8.52,850,6.7,4190.0,254.4,0,RENT,debt_consolidation,0
APP_025024,94908,28296,36,7.93,735,,2408.0,885.78,0,MORTGAGE,small_business,0
APP_025025,35718,19746,60,11.45,733,3.7,8932.0,433.77,0,RENT,medical,0
APP_025026,23330,12062,36,13.05,630,,924.0,406.71,0,MORTGAGE,credit_card,0
APP_025027,58646,3120,36,12.49,651,0.2,1471.0,104.36,3,MORTGAGE,debt_consolidation,0
APP_025028,54930,20636,60,17.81,599,7.9,9794.0,521.89,3,RENT,debt_consolidation,0
APP_025029,47156,31830,60,12.31,703,4.5,5923.0,713.04,1,RENT,home_improvement,0
APP_025030,61472,36770,60,10.38,774,,34785.0,788.15,1,RENT,debt_consolidation,0
APP_025031,32595,8355,36,14.53,691,9.3,4472.0,287.71,0,RENT,home_improvement,0
APP_025032,107527,33467,36,18.78,538,0.5,5190.0,1223.05,0,MORTGAGE,home_improvement,1
APP_025033,37063,25017,36,13.27,661,3.4,984.0,846.18,2,RENT,home_improvement,0
APP_025034,18000,10066,60,13.0,698,12.2,6606.0,229.03,0,RENT,debt_consolidation,0
APP_025035,60287,17890,36,13.65,657,2.7,758.0,608.4,2,MORTGAGE,debt_consolidation,1
APP_025036,43702,21021,36,10.5,709,0.6,1320.0,683.23,4,OWN,debt_consolidation,0
APP_025037,45479,25761,36,15.21,607,31.3,1396.0,895.67,0,MORTGAGE,medical,0
APP_025038,112625,41042,60,14.08,679,0.0,39747.0,956.68,3,MORTGAGE,credit_card,0
APP_025039,22152,7306,60,9.54,770,6.8,8048.0,153.58,2,RENT,debt_consolidation,0
APP_025040,52169,22167,36,14.52,602,0.8,711.0,763.23,0,RENT,small_business,0
APP_025041,163642,9254,60,15.9,701,10.9,158686.0,224.55,0,RENT,debt_consolidation,1
APP_025042,18000,12150,60,9.78,770,5.2,,256.84,0,MORTGAGE,debt_consolidation,0
APP_025043,19627,13248,36,8.11,850,11.0,1406.0,415.82,0,MORTGAGE,small_business,0
APP_025044,81571,18056,36,11.62,664,9.0,33012.0,596.45,1,OWN,debt_consolidation,1
APP_025045,39317,8440,36,16.65,543,,6009.0,299.44,0,MORTGAGE,debt_consolidation,0
APP_025046,115544,20995,36,15.21,591,0.6,6754.0,729.96,1,MORTGAGE,debt_consolidation,0
APP_025047,89288,13802,36,14.57,576,3.2,628.0,475.55,0,MORTGAGE,home_improvement,0
APP_025048,68988,7146,36,15.82,579,4.2,535.0,250.6,1,MORTGAGE,credit_card,0
APP_025049,109363,13212,60,17.47,602,4.9,46129.0,331.7,1,RENT,education,1
APP_025050,51233,33480,36,9.8,713,14.3,12643.0,1077.16,0,OWN,home_improvement,0
APP_025051,128310,15217,36,13.62,649,9.5,24014.0,517.28,4,MORTGAGE,credit_card,0
APP_025052,72424,10283,60,14.01,734,1.1,6915.0,239.32,0,MORTGAGE,credit_card,0
APP_025053,122268,40147,36,14.06,570,,10725.0,1373.3,0,RENT,debt_consolidation,0
APP_025054,77892,8107,36,13.81,666,4.5,4670.0,276.33,0,RENT,debt_consolidation,0
APP_025055,73145,9565,36,7.96,831,2.6,23787.0,299.56,1,MORTGAGE,debt_consolidation,0
APP_025056,180586,9368,36,11.29,735,20.0,25020.0,307.98,3,RENT,credit_card,0
APP_025057,57527,9720,60,14.56,644,6.6,21547.0,229.0,2,MORTGAGE,small_business,0
APP_025058,53565,19756,36,13.5,657,5.8,12055.0,670.43,0,RENT,debt_consolidation,0
APP_025059,92674,11534,36,10.64,691,1.1,13236.0,375.65,4,MORTGAGE,credit_card,0
APP_025060,18000,6452,36,11.46,687,0.6,10076.0,212.64,2,OWN,debt_consolidation,0
APP_025061,55405,11035,60,15.32,636,0.6,3631.0,264.38,0,MORTGAGE,credit_card,0
APP_025062,100466,14487,60,13.35,711,,2166.0,332.23,2,RENT,debt_consolidation,0
APP_025063,45988,6721,36,12.68,631,1.2,5825.0,225.42,2,MORTGAGE,medical,0
APP_025064,78271,18264,60,15.09,639,12.7,5432.0,435.36,0,MORTGAGE,education,0
APP_025065,80304,16069,36,8.11,757,,47660.0,504.36,1,RENT,credit_card,0
APP_025066,190589,14553,60,14.41,668,6.2,75058.0,341.72,2,RENT,debt_consolidation,0
APP_025067,79229,38773,36,12.15,640,8.6,18326.0,1290.6,0,RENT,credit_card,0
APP_025068,53938,8574,36,8.52,748,0.1,5821.0,270.74,0,RENT,credit_card,0
APP_025069,150483,13532,60,12.25,728,22.4,,302.72,0,OWN,debt_consolidation,0
APP_025070,43164,10918,60,12.07,711,10.1,3453.0,243.25,1,MORTGAGE,debt_consolidation,0
APP_025071,50060,22027,36,11.95,710,11.6,457.0,731.09,0,RENT,education,0
APP_025072,26966,18202,36,12.33,657,,1448.0,607.44,0,MORTGAGE,debt_consolidation,0
APP_025073,107350,38544,36,13.35,586,10.3,5355.0,1305.21,0,MORTGAGE,debt_consolidation,0
APP_025074,46317,14069,36,15.55,545,4.2,14554.0,491.5,4,RENT,debt_consolidation,1
APP_025075,48904,8663,60,14.17,718,0.7,18212.0,202.34,2,RENT,debt_consolidation,0
APP_025076,148833,44787,60,13.31,707,1.8,20583.0,1026.16,2,MORTGAGE,debt_consolidation,0
APP_025077,61323,9240,36,14.39,650,1.1,378.0,317.55,0,RENT,debt_consolidation,0
APP_025078,30341,20480,60,16.98,642,1.9,558.0,508.76,1,RENT,credit_card,0
APP_025079,35989,24292,60,13.05,732,13.2,417.0,553.34,2,RENT,debt_consolidation,0
APP_025080,79479,8139,36,10.19,695,7.3,14086.0,263.35,0,RENT,home_improvement,0
APP_025081,72046,16626,60,10.39,715,4.1,10427.0,356.45,0,RENT,debt_consolidation,0
APP_025082,65942,41701,36,14.99,655,10.3,5508.0,1445.37,0,OWN,major_purchase,0
APP_025083,176271,9483,36,12.52,678,12.4,9075.0,317.33,0,RENT,debt_consolidation,0
APP_025084,115237,39111,36,14.61,632,0.7,28609.0,1348.34,0,RENT,medical,0
APP_025085,65818,8276,36,11.12,691,0.1,18096.0,271.42,0,MORTGAGE,debt_consolidation,0
APP_025086,87771,14625,36,14.12,631,0.0,50090.0,500.7,0,OWN,credit_card,1
APP_025087,84030,14323,36,13.75,573,8.7,19503.0,487.79,0,OWN,home_improvement,0
APP_025088,52720,18723,36,9.92,732,,10831.0,603.44,2,RENT,credit_card,0
APP_025089,35335,11009,36,9.85,713,,,354.45,2,OWN,debt_consolidation,0
APP_025090,48519,25821,60,15.18,640,0.2,2745.0,616.72,0,RENT,debt_consolidation,0
APP_025091,128011,7620,36,15.41,566,13.4,11951.0,265.68,3,OWN,credit_card,1
APP_025092,107703,10444,36,8.78,721,0.7,41626.0,331.05,3,RENT,credit_card,0
APP_025093,113985,20604,36,7.97,782,5.7,57138.0,645.37,0,MORTGAGE,debt_consolidation,0
APP_025094,52064,18761,36,10.39,726,9.2,9981.0,608.81,0,OWN,debt_consolidation,0
APP_025095,300457,4111,36,11.98,718,2.3,75054.0,136.5,4,RENT,credit_card,0
APP_025096,67839,22555,36,12.58,684,4.7,473.0,755.41,1,OTHER,debt_consolidation,0
APP_025097,87306,7003,60,18.39,543,4.4,745.0,179.32,2,RENT,medical,0
APP_025098,99507,8749,60,18.58,549,2.2,10870.0,224.94,0,RENT,credit_card,1
APP_025099,111375,14709,36,14.78,611,2.0,45489.0,508.31,4,RENT,debt_consolidation,0
APP_025100,27777,12017,36,15.64,588,1.9,7763.0,420.35,0,MORTGAGE,home_improvement,0
APP_025101,110204,2811,36,9.02,720,8.4,7677.0,89.42,4,MORTGAGE,credit_card,0
APP_025102,158684,28948,36,8.3,734,13.9,6566.0,911.14,1,RENT,debt_consolidation,0
APP_025103,94354,9678,36,11.89,671,9.4,,320.94,1,OWN,small_business,0
APP_025104,118277,23225,36,14.25,579,5.1,11.0,796.6,0,OWN,credit_card,0
APP_025105,105795,13768,36,8.22,759,2.5,19422.0,432.84,0,MORTGAGE,debt_consolidation,0
APP_025106,18000,11152,36,11.87,769,7.7,360.0,369.71,0,OWN,debt_consolidation,0
APP_025107,38465,5723,36,7.34,787,2.5,9177.0,177.6,1,OWN,home_improvement,0
APP_025108,79877,4422,36,10.73,771,2.2,10383.0,144.21,4,RENT,major_purchase,0
APP_025109,42573,28736,36,11.43,676,10.2,,946.64,0,MORTGAGE,credit_card,0
APP_025110,108183,59949,60,9.74,777,3.3,12124.0,1266.08,1,RENT,credit_card,0
APP_025111,47565,19630,36,17.12,579,6.3,9600.0,701.04,4,RENT,small_business,1
APP_025112,59396,12618,60,14.98,627,8.5,6936.0,300.05,2,RENT,home_improvement,0
APP_025113,144616,16695,60,15.91,657,2.1,30567.0,405.19,3,RENT,home_improvement,0
APP_025114,60940,15581,60,16.76,663,0.5,29418.0,385.22,0,RENT,credit_card,1
APP_025115,159894,2040,36,10.06,757,3.3,28687.0,65.88,0,RENT,credit_card,0
APP_025116,124397,36894,36,8.26,723,8.4,43659.0,1160.55,1,RENT,home_improvement,0
APP_025117,40279,10217,36,4.99,802,5.3,3768.0,306.17,0,RENT,debt_consolidation,0
APP_025118,66921,9409,36,9.77,740,2.5,5078.0,302.59,0,RENT,debt_consolidation,0
APP_025119,153114,6157,36,12.85,657,1.9,46885.0,207.01,2,MORTGAGE,small_business,0
APP_025120,50339,8950,60,10.37,756,2.4,7032.0,191.79,0,MORTGAGE,debt_consolidation,0
APP_025121,33415,7828,36,13.68,596,4.0,6087.0,266.33,0,RENT,credit_card,0
APP_025122,44510,3025,36,12.03,640,4.4,38.0,100.52,0,MORTGAGE,debt_consolidation,0
APP_025123,105446,11034,36,10.74,728,10.5,29777.0,359.88,1,OWN,debt_consolidation,0
APP_025124,30902,10440,36,14.59,589,,3773.0,359.81,0,RENT,home_improvement,1
APP_025125,73233,13687,60,12.94,667,10.3,5422.0,311.0,0,RENT,debt_consolidation,0
APP_025126,198043,4816,36,11.42,694,1.3,109928.0,158.63,1,MORTGAGE,home_improvement,1
APP_025127,151086,21034,36,9.13,784,22.7,52899.0,670.15,2,MORTGAGE,debt_consolidation,0
APP_025128,54019,7356,36,8.32,802,6.7,9649.0,231.6,3,MORTGAGE,debt_consolidation,0
APP_025129,20348,13734,60,13.43,707,0.3,372.0,315.52,1,MORTGAGE,debt_consolidation,1
APP_025130,45656,4779,36,12.89,651,4.6,5718.0,160.77,2,MORTGAGE,credit_card,0
APP_025131,60689,6466,60,17.11,540,1.6,1293.0,161.08,1,OWN,debt_consolidation,0
APP_025132,46258,8858,36,7.79,788,9.4,9947.0,276.72,0,MORTGAGE,debt_consolidation,0
APP_025133,68697,41589,36,8.09,774,25.6,1834.0,1304.98,0,RENT,small_business,0
APP_025134,73201,34357,36,13.61,603,3.4,1305.0,1167.74,1,RENT,debt_consolidation,0
APP_025135,36608,24710,60,18.47,553,29.2,2044.0,633.81,2,RENT,credit_card,1
APP_025136,132994,7630,36,12.54,611,5.5,77690.0,255.4,1,MORTGAGE,credit_card,1
APP_025137,82618,26106,36,7.72,802,1.7,15812.0,814.7,0,MORTGAGE,home_improvement,0
APP_025138,52024,9581,36,13.61,712,0.4,6234.0,325.64,2,MORTGAGE,debt_consolidation,1
APP_025139,205805,33789,60,14.4,666,4.1,,793.24,0,MORTGAGE,debt_consolidation,0
APP_025140,100845,9845,36,11.66,712,,,325.4,1,OWN,credit_card,0
APP_025141,191710,19912,60,7.58,750,4.7,15087.0,399.75,0,OWN,debt_consolidation,0
APP_025142,31665,6334,60,20.9,499,6.6,7900.0,171.0,0,RENT,debt_consolidation,1
APP_025143,196596,21194,60,15.83,686,1.2,31060.0,513.48,4,OWN,debt_consolidation,0
APP_025144,49615,12182,60,13.27,716,4.0,3258.0,278.86,3,MORTGAGE,debt_consolidation,0
APP_025145,124804,11108,36,12.77,675,11.3,18882.0,373.04,2,MORTGAGE,debt_consolidation,1
APP_025146,41774,10518,60,13.4,731,4.2,3584.0,241.48,3,MORTGAGE,small_business,0
APP_025147,34401,21444,36,11.76,727,1.9,9067.0,709.79,2,MORTGAGE,home_improvement,0
APP_025148,34609,5826,36,8.24,770,,1964.0,183.21,1,MORTGAGE,debt_consolidation,0
APP_025149,30103,12661,36,10.29,728,12.3,,410.26,0,MORTGAGE,education,0
APP_025150,67465,21196,36,13.53,606,16.1,14969.0,719.6,0,MORTGAGE,major_purchase,0
APP_025151,33607,12734,36,10.25,722,4.0,2695.0,412.39,0,MORTGAGE,debt_consolidation,0
APP_025152,180648,10136,36,17.02,561,,4288.0,361.48,4,MORTGAGE,debt_consolidation,0
APP_025153,80790,9646,60,9.75,820,15.7,38744.0,203.76,0,MORTGAGE,debt_consolidation,0
APP_025154,87217,11323,36,10.65,714,11.4,28571.0,368.83,0,RENT,small_business,0
APP_025155,36959,24947,36,12.54,621,5.8,877.0,835.05,2,RENT,debt_consolidation,0
APP_025156,43463,20607,36,7.5,799,7.6,3299.0,641.01,1,RENT,debt_consolidation,0
APP_025157,167060,12616,36,14.36,606,1.1,34610.0,433.39,2,MORTGAGE,credit_card,0
APP_025158,50987,13805,60,8.59,793,3.2,4970.0,283.83,0,OWN,debt_consolidation,0
APP_025159,38669,9617,36,11.87,634,6.7,1969.0,318.83,0,MORTGAGE,home_improvement,0
APP_025160,54828,6256,36,9.29,765,14.3,18125.0,199.78,1,RENT,major_purchase,0
APP_025161,101194,10623,36,13.81,616,8.5,16704.0,362.09,0,MORTGAGE,small_business,0
APP_025162,97007,23977,36,5.69,848,1.9,,726.06,0,OWN,credit_card,0
APP_025163,64201,17313,36,9.71,718,1.3,23159.0,556.29,0,MORTGAGE,debt_consolidation,0
APP_025164,74424,5630,36,6.26,816,3.6,32622.0,171.94,0,RENT,debt_consolidation,0
APP_025165,54633,20421,36,9.68,772,10.6,10475.0,655.86,2,MORTGAGE,debt_consolidation,0
APP_025166,113375,15463,36,13.0,656,,10324.0,521.01,0,RENT,small_business,0
APP_025167,72058,22898,60,14.34,628,15.7,16959.0,536.84,3,MORTGAGE,debt_consolidation,1
APP_025168,116388,5625,36,9.53,750,22.9,15569.0,180.26,4,RENT,credit_card,0
APP_025169,84382,24021,60,16.03,607,21.4,18636.0,584.53,2,RENT,small_business,1
APP_025170,101731,7746,60,12.05,733,,6444.0,172.5,0,MORTGAGE,debt_consolidation,1
APP_025171,36246,24466,60,12.52,761,0.2,22475.0,550.68,0,MORTGAGE,debt_consolidation,0
APP_025172,200976,10564,36,13.29,638,9.1,85422.0,357.42,0,RENT,home_improvement,0
APP_025173,124192,9885,36,14.72,649,3.4,348.0,341.31,1,MORTGAGE,debt_consolidation,0
APP_025174,34014,9940,36,15.77,571,6.4,,348.33,2,RENT,major_purchase,1
APP_025175,22463,15162,60,16.19,642,4.1,3804.0,370.24,0,OWN,debt_consolidation,0
APP_025176,34510,23294,36,12.38,634,2.7,13024.0,777.93,1,MORTGAGE,major_purchase,0
APP_025177,48908,5789,60,19.08,606,9.9,7791.0,150.42,2,OWN,major_purchase,0
APP_025178,51020,9861,60,8.85,757,2.6,,203.98,2,RENT,education,1
APP_025179,53878,3678,36,18.95,550,4.5,1635.0,134.73,0,RENT,debt_consolidation,0
APP_025180,86582,11329,60,11.37,719,16.6,18311.0,248.42,2,MORTGAGE,major_purchase,0
APP_025181,71365,34723,60,16.7,625,20.9,15713.0,857.36,0,MORTGAGE,debt_consolidation,0
APP_025182,66503,5076,36,17.62,548,5.6,213.0,182.54,2,RENT,debt_consolidation,0
APP_025183,61484,6949,60,15.0,652,0.6,11888.0,165.32,0,RENT,education,1
APP_025184,193533,16295,36,14.14,608,5.5,,558.03,1,RENT,major_purchase,0
APP_025185,28418,15138,60,10.14,743,1.5,11916.0,322.68,3,MORTGAGE,debt_consolidation,0
APP_025186,210426,24892,36,12.09,679,,58410.0,827.84,0,RENT,home_improvement,0
APP_025187,64033,10630,36,14.83,573,2.1,3137.0,367.61,2,OWN,debt_consolidation,0
APP_025188,61811,19744,36,17.33,558,4.1,22451.0,707.17,1,RENT,debt_consolidation,1
APP_025189,144567,18870,60,13.97,674,,53584.0,438.78,2,RENT,small_business,0
APP_025190,24959,16847,36,15.81,578,11.9,4128.0,590.71,0,MORTGAGE,credit_card,1
APP_025191,81019,9729,36,14.31,677,16.2,27172.0,333.98,1,RENT,debt_consolidation,0
APP_025192,71961,29338,36,13.24,713,3.8,,991.91,0,MORTGAGE,home_improvement,1
APP_025193,38765,18306,36,11.85,695,,2785.0,606.71,1,RENT,credit_card,0
APP_025194,49086,8805,36,11.78,682,5.2,19042.0,291.53,0,RENT,debt_consolidation,0
APP_025195,99062,5735,60,13.79,658,2.7,38683.0,132.82,0,RENT,small_business,0
APP_025196,80424,2000,60,16.55,613,3.1,13748.0,49.22,2,RENT,credit_card,0
APP_025197,74985,21026,60,10.26,771,1.3,7210.0,449.43,4,MORTGAGE,home_improvement,0
APP_025198,27700,7428,36,15.28,593,2.3,5299.0,258.51,2,RENT,credit_card,0
APP_025199,49326,16920,36,13.54,651,35.0,12880.0,574.51,0,MORTGAGE,debt_consolidation,0
APP_025200,90160,17765,60,15.06,618,3.8,17077.0,423.19,0,OWN,debt_consolidation,0
APP_025201,147865,12961,60,17.89,611,6.2,6207.0,328.35,2,MORTGAGE,debt_consolidation,0
APP_025202,65230,3448,36,7.01,806,5.0,29485.0,106.48,4,RENT,small_business,0
APP_025203,92463,27981,36,12.91,675,3.2,41670.0,941.58,1,RENT,major_purchase,0
APP_025204,77411,33234,36,14.38,627,2.9,2979.0,1142.0,4,MORTGAGE,debt_consolidation,0
APP_025205,42454,8017,36,14.19,638,0.3,3566.0,274.74,2,RENT,major_purchase,0
APP_025206,71761,15536,36,11.57,674,10.9,10031.0,512.83,0,OWN,debt_consolidation,0
APP_025207,108375,15644,60,12.21,683,2.8,14001.0,349.65,0,MORTGAGE,credit_card,0
APP_025208,93083,13037,36,11.98,659,1.4,17420.0,432.89,2,MORTGAGE,debt_consolidation,0
APP_025209,43839,8391,60,10.87,741,6.9,2613.0,181.9,0,RENT,debt_consolidation,0
APP_025210,40300,11761,36,10.12,685,2.1,4288.0,380.16,3,OWN,credit_card,0
APP_025211,34558,12128,36,12.32,639,12.2,5919.0,404.68,0,MORTGAGE,debt_consolidation,0
APP_025212,31160,17252,60,13.13,710,9.8,7593.0,393.69,0,MORTGAGE,medical,0
APP_025213,23275,13623,36,12.01,667,5.5,8658.0,452.54,0,RENT,small_business,1
APP_025214,72641,7450,60,16.41,642,0.1,1035.0,182.8,3,RENT,debt_consolidation,0
APP_025215,51515,34772,36,11.71,691,3.3,7207.0,1150.12,0,RENT,credit_card,0
APP_025216,54028,36468,60,11.29,697,0.5,7673.0,798.19,2,RENT,small_business,0
APP_025217,191164,39373,36,15.59,601,10.4,17434.0,1376.28,0,OTHER,debt_consolidation,0
APP_025218,198244,11661,60,10.52,776,13.5,47233.0,250.76,2,MORTGAGE,debt_consolidation,0
APP_025219,157828,7150,36,14.72,619,1.0,25279.0,246.88,3,MORTGAGE,debt_consolidation,0
APP_025220,67761,14796,36,14.43,672,8.0,5030.0,508.79,0,RENT,debt_consolidation,0
APP_025221,37608,4956,60,12.08,713,4.3,1801.0,110.44,0,MORTGAGE,small_business,0
APP_025222,41303,19695,60,11.26,732,3.1,2809.0,430.78,1,MORTGAGE,debt_consolidation,0
APP_025223,103783,16266,36,10.9,678,8.1,17665.0,531.76,3,MORTGAGE,credit_card,0
APP_025224,74741,18996,60,10.63,722,20.4,25585.0,409.52,2,RENT,debt_consolidation,0
APP_025225,121240,7974,36,9.39,704,1.5,10704.0,255.02,1,MORTGAGE,debt_consolidation,0
APP_025226,37539,5999,36,13.28,637,12.1,1907.0,202.94,2,RENT,debt_consolidation,1
APP_025227,205809,18790,36,9.87,737,0.9,59042.0,605.15,0,RENT,debt_consolidation,0
APP_025228,18000,11516,36,13.66,617,,751.0,391.69,1,OWN,debt_consolidation,0
APP_025229,194838,42682,36,11.01,759,6.1,78513.0,1397.56,3,RENT,debt_consolidation,0
APP_025230,38731,6171,36,13.03,644,0.4,2772.0,208.01,0,MORTGAGE,debt_consolidation,0
APP_025231,77905,19378,36,12.67,638,13.9,9499.0,649.85,0,OWN,debt_consolidation,0
APP_025232,120833,34683,36,18.43,547,4.3,16331.0,1261.37,1,OWN,major_purchase,0
APP_025233,44658,6190,36,11.5,672,4.2,5240.0,204.12,2,RENT,credit_card,0
APP_025234,126382,15932,36,13.91,684,20.1,9304.0,543.82,3,RENT,credit_card,0
APP_025235,65079,16960,36,16.73,589,5.6,23447.0,602.39,3,RENT,debt_consolidation,1
APP_025236,195619,17381,36,12.78,648,3.7,56131.0,583.79,0,MORTGAGE,debt_consolidation,0
APP_025237,22373,12034,36,6.33,821,,7114.0,367.9,0,MORTGAGE,credit_card,0
APP_025238,35241,15812,36,5.15,850,9.2,4440.0,474.97,0,MORTGAGE,medical,0
APP_025239,27517,10817,36,9.57,713,7.2,27465.0,346.85,0,RENT,debt_consolidation,1
APP_025240,67896,8502,36,15.08,633,2.2,3751.0,295.06,1,RENT,credit_card,0
APP_025241,92634,15755,36,9.49,753,8.2,50209.0,504.61,1,RENT,home_improvement,0
APP_025242,64772,11342,60,14.47,656,7.7,18502.0,266.68,0,MORTGAGE,major_purchase,0
APP_025243,49497,11661,60,12.6,721,4.0,9440.0,262.94,0,MORTGAGE,debt_consolidation,0
APP_025244,69696,18428,60,11.64,708,3.3,617.0,406.58,0,RENT,small_business,0
APP_025245,34647,6264,36,15.09,539,5.6,14788.0,217.42,1,MORTGAGE,medical,0
APP_025246,31387,10790,36,11.67,674,11.7,625.0,356.68,1,MORTGAGE,debt_consolidation,0
APP_025247,89218,10182,60,16.09,602,16.6,13149.0,248.09,2,RENT,debt_consolidation,0
APP_025248,88228,7269,36,12.84,637,8.5,132102.0,244.36,0,RENT,credit_card,1
APP_025249,71254,27150,36,12.4,627,2.6,31356.0,906.96,0,RENT,credit_card,0
APP_025250,289171,8930,60,14.78,681,1.2,48663.0,211.41,1,MORTGAGE,major_purchase,0
APP_025251,54552,8729,36,11.92,693,16.5,1004.0,289.59,1,MORTGAGE,major_purchase,0
APP_025252,39581,16594,36,11.57,685,2.6,3632.0,547.76,0,RENT,debt_consolidation,0
APP_025253,130631,12187,36,12.41,655,3.1,857.0,407.17,0,MORTGAGE,debt_consolidation,0
APP_025254,59913,20903,36,8.13,725,6.3,6065.0,656.28,3,RENT,credit_card,0
APP_025255,48132,9684,60,14.3,712,5.9,1883.0,226.84,0,RENT,debt_consolidation,0
APP_025256,82642,3977,60,11.4,747,18.4,14770.0,87.27,2,MORTGAGE,debt_consolidation,0
APP_025257,121797,17545,36,7.29,769,6.9,23611.0,544.07,3,MORTGAGE,major_purchase,0
APP_025258,37531,9130,60,18.7,619,1.7,17327.0,235.33,0,MORTGAGE,credit_card,0
APP_025259,53244,6220,60,15.67,665,0.2,3501.0,150.17,0,OWN,credit_card,0
APP_025260,123172,7424,36,11.72,718,10.5,14794.0,245.59,2,RENT,small_business,0
APP_025261,80310,22341,36,11.15,724,7.5,19786.0,733.0,2,MORTGAGE,debt_consolidation,0
APP_025262,171975,15043,60,11.96,713,5.7,33511.0,334.32,0,MORTGAGE,debt_consolidation,0
APP_025263,27116,17757,36,12.35,672,2.1,901.0,592.76,2,MORTGAGE,small_business,0
APP_025264,39885,19436,36,10.78,730,2.0,15537.0,634.29,0,RENT,credit_card,0
APP_025265,21304,14380,36,10.65,715,11.6,6236.0,468.4,0,RENT,debt_consolidation,0
APP_025266,83651,5169,36,12.26,681,3.4,1190.0,172.33,2,OTHER,credit_card,0
APP_025267,121863,15323,36,15.88,621,8.1,,537.8,0,RENT,credit_card,0
APP_025268,89681,6736,36,10.59,654,7.7,17692.0,219.22,2,MORTGAGE,major_purchase,0
APP_025269,113413,16062,36,16.42,575,11.1,34025.0,568.03,3,MORTGAGE,debt_consolidation,0
APP_025270,106157,7872,36,8.35,805,1.5,6485.0,247.95,0,MORTGAGE,debt_consolidation,0
APP_025271,62987,10748,36,7.65,784,4.5,19050.0,335.07,0,MORTGAGE,credit_card,0
APP_025272,106107,11293,60,13.48,689,3.4,23003.0,259.73,0,RENT,medical,0
APP_025273,65837,37426,36,10.67,729,24.3,10512.0,1219.44,0,MORTGAGE,credit_card,0
APP_025274,65491,6134,36,11.23,708,35.0,12346.0,201.49,0,MORTGAGE,education,0
APP_025275,19921,5494,36,8.92,725,2.6,462.0,174.5,0,RENT,debt_consolidation,0
APP_025276,50585,27033,36,10.2,636,3.0,7837.0,874.82,2,MORTGAGE,home_improvement,0
APP_025277,73794,32814,36,13.64,638,,1027.0,1115.78,3,MORTGAGE,debt_consolidation,1
APP_025278,41306,14569,60,12.04,679,6.7,2617.0,324.37,0,RENT,education,0
APP_025279,126369,9488,36,11.84,712,1.2,58637.0,314.41,0,RENT,debt_consolidation,0
APP_025280,76568,6789,36,16.0,582,,761.0,238.68,0,RENT,credit_card,0
APP_025281,73230,6996,36,13.53,632,0.4,20930.0,237.51,3,RENT,debt_consolidation,0
APP_025282,69255,8032,60,12.02,756,0.4,8151.0,178.75,2,MORTGAGE,major_purchase,0
APP_025283,93952,15139,36,6.47,741,4.7,1305.0,463.79,1,MORTGAGE,credit_card,0
APP_025284,91575,6091,60,15.49,625,3.4,60464.0,146.48,3,MORTGAGE,debt_consolidation,0
APP_025285,95463,15329,36,14.08,635,0.4,10516.0,524.5,1,RENT,small_business,0
APP_025286,45559,8328,36,8.9,722,10.5,15751.0,264.44,3,MORTGAGE,debt_consolidation,0
APP_025287,45282,9261,36,11.12,722,6.9,25485.0,303.72,0,RENT,debt_consolidation,0
APP_025288,24158,16306,60,14.1,630,,6900.0,380.26,2,RENT,debt_consolidation,0
APP_025289,27177,13031,60,15.43,703,1.6,6770.0,312.96,3,MORTGAGE,medical,0
APP_025290,138962,18938,36,12.09,653,0.2,46666.0,629.83,0,OWN,debt_consolidation,0
APP_025291,135823,21085,36,13.66,669,9.5,2424.0,717.16,0,RENT,major_purchase,0
APP_025292,62831,8723,36,14.63,588,1.5,3415.0,300.81,1,RENT,debt_consolidation,1
APP_025293,68396,3843,60,13.57,695,3.7,10543.0,88.57,0,RENT,debt_consolidation,0
APP_025294,26278,17737,36,17.26,577,,6531.0,634.67,0,OWN,credit_card,1
APP_025295,55603,8643,36,7.33,819,2.0,15656.0,268.18,0,MORTGAGE,credit_card,0
APP_025296,39748,8455,60,13.62,667,4.1,8814.0,195.07,0,MORTGAGE,credit_card,0
